name,short_name,id,dataset_id
Paramount MX,Paramount,011b77dc-84c5-4ee8-be36-beba56c91bb6,5f670aec5d1482581edd27b4b7e63185--paramount-mx
Ozark Raceway Park,Ozark DW,8945a97a-add6-49f9-9995-15864fb51306,6ffe210518f58572936d00c2b01efdb2--ozark-raceway-park
Speedway PLUS Karting Circuit,PlusK,a54feb40-71e9-4457-bfe4-d458e44ae4df,3c319903030a8ce093a4f8e93b41904d--speedway-plus-karting-circuit
Morac Adventure Park,Morac,ae6078f1-7018-4e78-bc5f-0e9a84eb4516,c9f3aa1d6a50e59f5f88493e79b8b933--morac-adventure-park
Dublin Motor Speedway,DublinMS,4fffb4c0-5b06-40cc-a96f-7cd19490d93e,e97adebd8de34952f9dba0d6c7dcfffe--dublin-motor-speedway
Autodromo de La Rioja,La Rioja Kar,c484e9e3-6751-4f37-9ffe-27d015b17b9f,e0aadb4b37c6fe8f2346c4c884338977--autodromo-de-la-rioja
Memphis International Raceway,MemphisRace,cd80778e-8043-42f3-b618-a9d67a6daa9e,13f9b947662175676def8563b18df85f--memphis-international-raceway
Autodrome de Linas-Montlhéry,MontlheryL,79f0ddd3-c08c-4801-ad6c-bf7ec210018c,53e32ff8a8e85c45d1e7816338b77cab--autodrome-de-linas-montlh-ry
Pista del Corallo,CRLLO BIANCO,731bec70-e37e-49c9-8119-6354457fcda8,0047fa51aff293d279e74f4d996a216b--pista-del-corallo
Alien City Dragway,AlienCity DW,3caff80b-a15e-4e6b-afdd-963b1e386b22,accc101f4b9f9a2c160df093e5dead3a--alien-city-dragway
Karting Canarias,CanariasK,b3a6888b-fba6-43c0-834d-6ad06b059739,9d941b43778377c74dea017683d0832e--karting-canarias
The Bend Motorsport Park,BendK,1dcf9825-916d-4f53-a9b3-d6dac6fe2464,0506372eada5f3859c42473145ad15b4--the-bend-motorsport-park
Tor Gokartowy Szczecin,Szczecin 01,1d4366e5-35e3-42f7-af36-82811642b49f,1823532117fcdb98154e7777f680fc00--tor-gokartowy-szczecin
Galicia Go Kart,GaliciaVar7,d9dc4747-3085-46b6-ad83-833baf517209,3f4def3ed6fd77e9209e9801253c16ed--galicia-go-kart
Alice Springs,AliceSprings,55b20788-839d-4438-a988-86b88bd18894,706dbce9c5c1ddf014c16c928211a1ea--alice-springs
Automotodorm Grobnik,Grobnik,af92faa7-7dc8-4bd8-8ba9-708baa40b3ba,ad1bd2f33c22714052de1ab526c0dc61--automotodorm-grobnik
Port Macquarie Kart Racing Club,PMKRC Var2,a7d0b175-e532-44e9-b849-ec1fe74a8b6c,f451e580918b02fd45061451ce9307d5--port-macquarie-kart-racing-club
Huntsville Quarter Midget Association,HQMA,74610f5b-9337-433c-83ae-2f71ad100dc6,57f418da41ef686b05236a5a4be0a018--huntsville-quarter-midget-association
Tstvs Moskva,TSTVS,a818a436-09ae-47eb-97e0-4edea5a77b22,e821ff93f6a1ca9166f20e027662f85c--tstvs-moskva
Circuito Internazionale Napoli,Sarno Auto,8b61ef78-b103-489d-8cc5-e0cfb9ccb1d5,9c942708f596e7cf7451c08e69f2907c--circuito-internazionale-napoli
Gola Velika Karting Track,VelikaVar1,32259bdb-db9d-4369-be44-c7461716277e,f4edb5e922e19849fabb1cd8ff98e43e--gola-velika-karting-track
Lake Elsinore Motosports Park,ElsinoreShor,c404b21c-e29b-4567-9641-87ed7870b88c,c4534a7e7de19d1140ea29c65346c805--lake-elsinore-motosports-park
Baer Field Motorsports Park,Baer,a0c6b88e-7bd9-42f1-8bd2-99ca3a543ab7,531294912d80556ae3741502d4c97dcf--baer-field-motorsports-park
Karting Circuit Bet She'an,Bet She'an,18828198-a6f5-47b3-878c-f76033a56c5a,17ac8e31e77715423289b7f7f91ea8e8--karting-circuit-bet-she-an
Arizona Motorsports Park West Track,AMP West,bba6bc9f-79a0-4fb4-bf70-2a970d24291f,414b5e5b673e6069035466d256bd3e88--arizona-motorsports-park-west-track
Tierp Arena,Tierp DW,9d7b4c75-a0c0-48c8-af59-d5c0f89ac312,b0ad861dc3bd79a9afe09cf2786750d6--tierp-arena
Belgrano Motor Club,Belgrano O,3fb99ec2-e81e-4a5d-9910-11e6c71bd042,a28998949748dc17fc35c7ff938aa0c7--belgrano-motor-club
Wild Horse Pass Motorsports Park,WHPMP Full,bac199d9-7256-4ef4-a958-40acfe5cc7d2,d6fb533208af6aa1abee613ae1c92437--wild-horse-pass-motorsports-park
Lake City Speedway,Lake City,726f5f4b-3912-4d53-84b3-adf9c48fcf80,0643ebadf71e0ca92ae8d4746076522b--lake-city-speedway
Sandy Ridge Speedway,Sandy,f53d8ef5-f520-4da5-bb8c-81d4a13b40a1,e64d9150f1096c2b42dda0ef5db695a0--sandy-ridge-speedway
Viborg Kart Park,ViborgKP,72f7a536-4510-46df-aeff-82cd71d15417,3395d7b43b9bfb05614f4d095f7f4344--viborg-kart-park
Vado Speedway Park,Vado,ceb264ee-6e2d-46e4-a6f1-7743738ae5bc,bcebdd93e1e185dbaa1ea6991ac76cee--vado-speedway-park
Yas Marina Circuit 2021 - South,Yas21South,f789c82c-c51b-4db3-a88b-c686bc45b6e0,4512e86320d58f73d7ee8af2344514ba--yas-marina-circuit-2021-south
Pista Torricola Team Racing,T.T.R V1,487d2223-ec3d-47cb-868e-943cd8de5d7d,231de399f5881429271104834869d7f7--pista-torricola-team-racing
Karting Track Blagoevgrad,Blagoevgrad,8fed7893-1af6-4939-a848-1227b6ca06ee,baa80bf5904bbae6c5c67290173d2936--karting-track-blagoevgrad
Igora Drive,Igora N. V1,50292a61-d96e-437f-9107-d23b455662a1,13ca93cf66bc0ff7f814eb475164ae79--igora-drive
Castelletto Circuit,Branduzzo V1,5eac1098-86eb-4707-896c-c08200fdb68d,0e94fd1377ff687706fd1cd53d99e11b--castelletto-circuit
Buttonwillow Raceway Kart Track,Buttonw K#5,83066ac7-0bf4-4c60-bc90-2d2c121ad7b2,b346748aad485b5dfa230ba26b524c1a--buttonwillow-raceway-kart-track
East Alabama Motor Speedway,East Al S AL,4e031610-3ef8-4b04-9de1-f35f73009736,447503f4073cddc0579cb8cafe5b4526--east-alabama-motor-speedway
Circuito Kotarr,KotarrVar1,bd9cebdb-8194-4c76-9531-8b42980c30ed,10b64c833570903be787084675922f9c--circuito-kotarr
Vientiane Race Circuit,VRC,20facbf3-ea87-4a15-89eb-49a56da0c7db,a824487abe8758b38ce3fb06da196a6d--vientiane-race-circuit
Pat's Acres Racing Complex,PatsAcres OR,6b0e0751-9a9c-47c4-90b3-9bb92eb9739b,362d4f89cbb9aac9433301e5b75707fc--pat-s-acres-racing-complex
Tor Gokartowy Szczecin,Szczecin 17,4f680a4c-96ee-4b61-bf38-b45742712533,3c4bb28d51f15749b4b61f141f35e64f--tor-gokartowy-szczecin
Memphis International Raceway,MemphisRC,2e556ee2-2c1d-42b7-8263-68aec44fdd99,71a0c95efdb2980851f4c064cc5fa377--memphis-international-raceway
Rullītis,RulltisVar1,e18ea6e1-a320-4cbb-b7fb-e83d0e37251f,aefd40e22b081817cdca905567f16b17--rull-tis
Benito Juarez,BenitoJuarez,c5beecce-197c-4aac-97d1-91e7327df598,b23d0e4ffb8024bd40d765e1349c4480--benito-juarez
Farley Speedway,Farley,2e7779b9-b2e0-438f-89b9-8c82a7be8e61,74198b520062ab955cfe6675db87861e--farley-speedway
Tockwith Motorsports Centre,TMS,65bf39c4-78a7-4943-b019-48f856539eae,b47c1e7d28f57e50e82e5fad16c8e55e--tockwith-motorsports-centre
Formula K,Formula K V1,9628c958-f96d-4286-9829-6fa8fea2fe7f,1105720fc88bdd187a6f340f6f65312e--formula-k
Jerudong Park F1,Jerudong,98f8445b-8800-461a-973b-37659cf00d25,068480c5b565072fda5dd961810c2f11--jerudong-park-f1
Parque Motor Pergamino,Pergamino,b057dbb9-0cf8-4371-b103-bddb775df1a2,03f9cfac2690b46f1ecb5563b6de3de0--parque-motor-pergamino
Clyde Martin Memorial Speedway,CMMS,90975aac-434c-4822-b2e2-10fb3a5388af,53690973bea190cccda8700b2ea62ec7--clyde-martin-memorial-speedway
Fort Grozny Autodrom,F.Grozny S2,1ef6b4b1-5ff9-49e0-b8f7-0d671761bc6e,a63869c1360a7183077fd0bdbed64a67--fort-grozny-autodrom
Morton,Morton NC,6cdee21f-35fe-4479-a7e4-988500b07a82,188074f51e3c3384f663bad98b4d495e--morton
Bobcat Speedway,Bobcat Spwy,c9214e31-4488-4fd6-9f87-9fd3b4322617,0f54bf659ebc9af21d201e52b3bbcb0f--bobcat-speedway
Kartódromo Internacional da Oeste - Kiro Karting,KIRO,99588843-9e22-4726-abdb-8ff11083231c,3089955c97b68ce5ba231f8e7111abb2--kart-dromo-internacional-da-oeste-kiro-karting
El Paso County Raceway,El Paso Cty,7c38fe4b-13c7-4e08-aeda-a0adc077bac4,557109fc161ea2a2698e756b3852bb51--el-paso-county-raceway
Miami GP Raceway,Opa Locka FL,1f2b6e6c-916b-429d-a315-b3738db59baf,83581ee83bb492739c8881b1bbc08932--miami-gp-raceway
Kartodromo El Timbo,El Timbo,1f6354e2-283f-4770-9af2-c39c44e93941,816944e4074b42674a424417024c36ad--kartodromo-el-timbo
Festika Circuit Tochigi,Festika,1e66c7ac-dce0-492a-b20d-fad0a35fcafa,2134701209e19ce23d999aa0d1e833f4--festika-circuit-tochigi
Rock Falls Raceway,RockFalls DW,fe9a08a5-f358-485b-926f-377c302ceee1,811e647ad4619ab465bb6e807599f6c2--rock-falls-raceway
Biķernieku trase,BKSB Kart,61e95f82-b02e-4239-9d9d-2a7796230c6b,60d5a57ca99a6c0c7d0e7c90ffbeaf9a--bi-ernieku-trase
5150 Speedway,5150 Spdwy,efb388d7-a0b0-4e4f-a67d-5003e8c639a5,13fff63d057278424b85ee59c3ff5bf8--5150-speedway
Circuito de Talavera Extremadura Racing 71,TER71,88d5902c-2953-4e8b-9193-71ee5e28674e,72e182e511dcb4aa68ee48cd76981292--circuito-de-talavera-extremadura-racing-71
Sardinia Circuit WS98 - Pista di Tramatza,Tramatza,b73d379e-23c5-4102-9503-3e2567ebb3ca,d34847cfe03535ce17798af78b299145--sardinia-circuit-ws98-pista-di-tramatza
Kartodromo San Justo,SanJustoK,f578231e-5a82-44eb-a8f8-04bf7291351e,9d0ac5d55ecfa128bb7ba3b9684c9521--kartodromo-san-justo
Killarney Raceway Karting Circuit,KRK Short,7515d3c1-cc90-44da-a754-4614f5a5399f,6ce7c01fce2307ec872d770e885af2d3--killarney-raceway-karting-circuit
Double X Speedway,Double X,91c51324-093d-400b-a0a3-da595a0cfbdc,9a3cb2d4f22304109b670322f985be22--double-x-speedway
NCM Motorsports Park Grand Full Course,NCM Full,d8bd32ee-2cbd-4cc2-b9c1-794d16974629,ab5582c6a725af612c6410c2e8e9facb--ncm-motorsports-park-grand-full-course
Autódromo Ciudad de Rafaela,RafaelaKart,bb60e93f-32de-4f43-b5b6-f5fefb6f695e,f5e33eb11a49adba6ac012159cf93a62--aut-dromo-ciudad-de-rafaela
Mike Pero Motorsport Park,MMMP Outer,78f2f692-147d-40aa-8ec6-60cb1ce9d2c4,ff271d52ed615d251e5e49ce7d261bec--mike-pero-motorsport-park
Pista Jonica,JonicaK,a0ab66f2-46a3-4bee-a1e7-734323eab6db,d2463a2af78f93eb32c7311aab634331--pista-jonica
CB Karting Wales,CBKW,9d12e4ca-7ea7-4526-ba68-092804397ed9,0032a0ad5446935ec79f7373e551297f--cb-karting-wales
Texoma Motor Speedway,TexomaMSK,7e8c22ba-9b11-41ee-8d3e-21b6597aafea,7abb0318e83fcc719fe6de2965def336--texoma-motor-speedway
Farmville,Farmville,77966379-d654-4181-8684-330e2c87d38c,14e1f3f1393c815c115f73fa327343a2--farmville
AMZS Center kartinga,AMZS Center,1efda0d7-3736-4885-99b2-3614fee91909,b8bd87523c88f8dd033fb879832bb359--amzs-center-kartinga
Kartódromo do Tamboril 1,Tamboril 1,e898cc2f-92a9-41c8-ae61-1c2b6d3d88ef,488bc70dc7c345c6e9c66955ab21c03c--kart-dromo-do-tamboril-1
Kartodromo Las Nubes,LasNubes,85bd3670-e1a7-4c7b-a740-2b3726e5713c,391f5319d8c8cd6d851ce57ceaeb40d2--kartodromo-las-nubes
Motocross Bergantino - Moto Club Le Giare,Bergantino,d81ab22f-d346-4845-9c4c-6943368aea61,ef5bc724e699f1ef601aa0fb733f762a--motocross-bergantino-moto-club-le-giare
The Bend Motorsport Park,Bend West,6ba6acf5-aee7-4233-937c-6a8edd7c6427,60ccb93b5a35891a2f2962951e94d934--the-bend-motorsport-park
Raceland Krško,Krsko,184b8d32-72bb-477d-ab39-56957c46f70c,87a169d0dad603221a458f508bf5383a--raceland-kr-ko
Tri City Kart Club,TCKC Short,9de8b3bf-40fd-46f4-9e6b-4710b773c938,c0852d5897d571504220519ad2f14ec7--tri-city-kart-club
Circuito San Pablo,S.Pablo,ceafb8c9-2dbe-4d62-be47-a9e46e29ddb5,464351ae20b306afabb2ac23738e29fe--circuito-san-pablo
Birizdo Kart,Birizdo V1,cbdc7c3e-de58-4fe3-a07f-0cd752b08db1,121612bf68b2f54a37f4702e077128d6--birizdo-kart
Speedway Marche,Marche,e1a533cc-a580-46f4-8ca0-6432caf259f6,873617eceea931ce9658c67523585017--speedway-marche
Carreiródromo de Trindade,Trindade,8a3a83c5-0563-437f-ac05-b40c254e3072,833e9d8b7a85c7f3f850f80cd0d9be67--carreir-dromo-de-trindade
ADM Raceway,ADM K.Rent,39bd2d75-0ec7-42f8-a8be-80dd0a0702b1,30eebc24916aac58f2b13d0cb7407d2f--adm-raceway
Oahe Speedway,Oahe DW,2cdbd9e3-31fb-476c-a811-64b3bb1545d5,6c0932205ef89c0f96ecd2bf6c09e28c--oahe-speedway
Automobile Club Pineda,Pineda,78268986-3be0-4279-9499-759ef746ce15,fc67b396e5db71c91239c4eb95fb6a73--automobile-club-pineda
Riverside Raceway Park,Riverside RP,428d4eda-49bd-4f0c-ab42-63c8d3a46e7e,8a954fd53d754d479086e86274efd32c--riverside-raceway-park
Alastaro Circuit,AlastaroCar,ba50ec46-9e70-4eb3-a90d-309dd9941172,2d89e519ad01f3a07a467c04fad53cd8--alastaro-circuit
NRing,NRing C,1eaa6e7e-c32d-4827-a2cb-2deb3b0fc7bd,68f6bdc8594dc57584cfc8daa8c5f057--nring
Vålerbanen,Valerbanen,8e90c83c-1325-49fb-850b-2adbe9b45183,13a88add4cc119a8bac7d87e7ccc8208--v-lerbanen
Lengxiang,Lengxiang,2b2b2940-d2e9-4c25-a66f-6f1a0d20f1b3,a7712bfbcd8cd8ef732b3cf342ce89ff--lengxiang
Autodromo di Modena,Modena,5f3708e4-c4ba-4c64-ae4b-3e13e5108925,d1b55d746d252aa1fcc42304a38afabe--autodromo-di-modena
Skagit Speedway,SkagitS,d4bcc93a-d113-4e8c-85f2-53b6a00c7d7c,5fd75c202cd9bf6437b3d465c3846966--skagit-speedway
Adirondack International Speedway,Adirondac NY,a765b93b-7f47-4f73-9720-c9e25324d0c4,8124117da8ee0625d8eb1663722322ac--adirondack-international-speedway
Tirreno Karting,Tirreno,f3411a4e-3358-4366-b507-1f94039612c6,9abedd0ee6ced62897c0b0153a197fa1--tirreno-karting
Circuit de Chimay asbl,Chimay,284b7d54-5480-4f22-93e8-dbde47c62d34,b2af9b6fd565ea71197288ff93b3f21c--circuit-de-chimay-asbl
Buckmore Park Kart Circuit,Buckmore V2,2cd01a65-50b2-46e1-91c6-2bb23834a42f,9ea1dcb606bdc88a83dcddee5da27ca0--buckmore-park-kart-circuit
Airport Speedway,Airport DE,2f874d36-1baa-4785-b6aa-046661612dae,875909f767b4392116ad563b7dfdc2fb--airport-speedway
ISK Nara Hanna,ISK Hanna,598c9e6d-85c0-492d-8ba2-917f5c23ba22,61e13ac17339f0d914194b4f5d2f89bc--isk-nara-hanna
Asociación Karting Tarija Aadeta,Tarija,2b8a894a-645a-4369-be73-55bf03fb429b,62662b70c59d53f1f35c1e43cbefaa7c--asociaci-n-karting-tarija-aadeta
Krabi Kart Speedway,Krabi,3a5d5a93-f749-455b-b281-90cb63c5c142,7a902a878a975aa9d5453bd0c97f77b2--krabi-kart-speedway
Sonoma Raceway,Sonoma DW,bb8b280b-c4d2-4ef5-9816-5dc204540321,6722486080ac6e56f4baa16d236f1028--sonoma-raceway
Galicia Go Kart,GaliciaSVar2,56bb8561-50cb-49bf-a01b-d6fb996efd21,34e19b8f36a87a880b645c0957d031b5--galicia-go-kart
Mobile International Speedway,Mobile In,51509c52-f600-4b04-9c50-f2a4999e135e,cb7ce041fe15404f7e5f231644993f45--mobile-international-speedway
Pueblo Motorsports Park,PuebloMP,a00c97b9-c503-46c2-b33d-4d0a8f97d9ac,07e847d269aa3a6cb8a97c563da0920c--pueblo-motorsports-park
411 Motor Speedway,411 Seymour,4d8cd9d8-cfc1-41f4-b273-ac4b9fb997c6,d00864bbd7370e01e2e878e7ff87544d--411-motor-speedway
Benamejí,Benamej,030a2a3c-1797-4e58-b040-bff7f73533a8,44800601061c223f4c016817c35860c3--benamej-
Autódromo Rosendo Hernández,R.Hernandez2,d45516a3-5451-4776-974e-fc64114baf28,eec008a2cff60c84f253006c275ea43f--aut-dromo-rosendo-hern-ndez
Kakucs Ring,Kakucs,5556a55d-4d8d-498d-903f-6699b5beac1b,e995b331b02242344015dadc06a7b57e--kakucs-ring
KazanRing Canyon,KazanRing,ddeacedd-1878-4580-b33c-ea4955b19f88,db52a61eeff0a7dd9aa351705640adfd--kazanring-canyon
Lockwell Hill Activity Centre,Lockwell,aa3ff22b-602e-48a8-8db8-c80351cf2fd3,b63c792019f59faad3a08f52a80d1e22--lockwell-hill-activity-centre
Mike Pero Motorsport Park,MMMP Club,0ac11f13-0af8-49ed-8096-b70c2e87ef7d,fde418c99d44d65d88b1dbae6e15d1d3--mike-pero-motorsport-park
Kart Club Noord Nederland,KCNN,4bb89293-5699-4735-a665-29bbfafa7ac4,b121292579b4a34b602fb043129c665c--kart-club-noord-nederland
Smoky Mountain Speedway,SmokyMS,809a3af8-2374-4097-8a29-326e896e0368,bbb116c7bccefe193271991dcaeefa71--smoky-mountain-speedway
Indianapolis Speedrome,speedromeIN,59a3411c-5ef7-4ce1-9e3a-0a92a43aaa78,f181be602386d3d0cd873843d10e424c--indianapolis-speedrome
Highland Rim Speedway,HighlandRimS,7b943f9d-eaa8-4201-8000-614e26a18a2c,75928c7abbc53c3ae60f1017afe95db3--highland-rim-speedway
Southern Raceway,Milton,cad3050a-3662-4984-b9c2-7eff26c4fd62,b96ce071bee6f294f86256c6e15f1fce--southern-raceway
Charlotte Motor Speedway,CMS RC1,78248eab-c2b2-4aa3-b435-d6c0c589d040,957c8a4b632de4cb537456e2e0314f4e--charlotte-motor-speedway
Stuart Speedway,Stuart,2c672d0c-a524-4dc1-83c9-bc7ac147999c,b8e3f5b389c7f52c808602e9a3f9494f--stuart-speedway
Red Mile,Red Mile,51cfc4b2-c383-4ac0-8851-46c45028a1fa,dfdfba6035f8fca587b9976bc324eef8--red-mile
Fast Fridays Motorcycle Speedway,FastCity,716ccfaa-8cd8-4163-a281-c182404dcd64,480cb4b19fcf658e3c0b8ae7a961a133--fast-fridays-motorcycle-speedway
MotorLand Aragón,AragonK3,d0e3f5a6-34cb-4ec8-90cf-e7f8ec25e03c,09a9cee2efee014a904163222fe782a0--motorland-arag-n
HBR Raceway,HBR,1e2e3962-ccf1-441d-841b-ba91a8d3cf9f,d0b8c41e89e887306484fe5bdcb566c5--hbr-raceway
Kartodromo Internacional United Petroleum Grupo Alonzo,AlonzoK V3,eab2c872-1982-4978-999f-ad818c0f6f07,01a67382699026395844d289eefe433b--kartodromo-internacional-united-petroleum-grupo-alonzo
NMK Trøgstad,Trogstad,73ff847e-1a60-4e14-bff7-61fbafda9114,13d310ba295a62d83eee71c2c169ea34--nmk-tr-gstad
Løvelbanen,Loevelbanen,bcd7c4ba-e132-4f1d-bc8d-66ca17293c0a,40901c3492093704b3ad09d15573a7c4--l-velbanen
NMK Krabyskogen,Krabyskogen,07b5e828-6fe6-487d-9f6b-64405e760900,e635f61d58eec18353ce1b8cd38915c2--nmk-krabyskogen
Autodromo Hermanos Rodriguez  Circuito Nacional Con Foro Sol,AHR Nac Sol,e1f2158e-ec61-4d0e-822e-57c482177f20,cf9bebf575d229035ad209748699f67d--autodromo-hermanos-rodriguez-circuito-nacional-con-foro-sol
Mazda Mine Proving Ground,MMPG,eca39842-b1fe-40d6-89bd-d3d4a8474d59,9983c305fb363a405118e4bb69c22878--mazda-mine-proving-ground
MJP Racing Arena Fuglau,FuglauMix,f700c62b-3881-4323-80fd-65d518c5e89d,e6ca3b451046298b676f75feb651d280--mjp-racing-arena-fuglau
Pomfret Speedway,PomfretS,6c8e5e3e-41e4-4474-8d40-41bb650b6c3a,4c62dcc36477b0300b7ee4e1c124480f--pomfret-speedway
Gotland Ring,Gotland GP,cc1f12af-ca42-44f8-a2bb-42a2a7320de5,ded5055cdc91b28a816633400752d6e9--gotland-ring
Sepang International Circuit,SIC,e7c50a90-4e3d-4b8d-9cdc-28ea7284681e,925750ec74811fa6964437d1c3e0d187--sepang-international-circuit
New Smyrna Speedway,NewSmyrnaSho,067c4fc6-0460-4f3e-a555-0e983524f331,2ecb97fa534ae17cf9ff71e76deae887--new-smyrna-speedway
Adams Motorsport Park,AMP CA,1338ce21-9bb9-480e-9e68-01005d450cae,e07492d359c9f4a082be476b125a2064--adams-motorsport-park
Kyalami Grand Prix Circuit,Kyalami,4321ea57-d51f-4f72-a9f8-1c5be5531e07,f28bc3bca588a0060d7f2e9784c4ac79--kyalami-grand-prix-circuit
Pista Motocross Foresto,Foresto,f7dea59a-c535-47b3-8eac-8b60c1ec2223,4b6fd0477c37873209697800cb81522a--pista-motocross-foresto
Yangzhou,Yangzhou,6412a246-3518-431b-9f7a-ada347272e89,ada28ea80e24d736905281b2870d3d02--yangzhou
Lapinlahden Autourheilijat ry,LapilahtiK,fab70697-b105-4096-8fc7-d1e3326a2179,3c5c1b4d32da16a2c985bbbd5071243c--lapinlahden-autourheilijat-ry
Circuit Elceka,ElcekaK,354f413a-fe34-461a-821b-a56e38f26762,de1f3d52d322fa439ca0569049aa01ee--circuit-elceka
North Central Speedway,NorthCen,527f22bb-3911-4bc6-80f4-bbbd4588ef9f,b50e8d5affce55b6e7762190e08b1bc5--north-central-speedway
SKLC 55,SKLC55,ef3273bf-d304-4407-92d7-c14891e93fed,fc48d38667ccd830237e915c588dab59--sklc-55
Rehamna Kart,RehamnaK,a46b0175-e24b-4e3d-b675-3c7fe871dcb6,18216c8facb9be35c606fa42da95f952--rehamna-kart
Southtown Speedway,SouthtownS,3dcaff07-8ef8-4693-8449-871607a7f6c7,33dcdd2a7e04db22b387e52c9dfe40b2--southtown-speedway
Kentucky Lake Motor Speedway,KentuckyL,7641022d-aa67-490c-a32c-c0914e5031e5,cb1545d5a1f9840ca3ae689fcf588f56--kentucky-lake-motor-speedway
Gokart Center Skaerbaek,SkaerbaekVar,e475abac-00bf-4188-98ab-1b55871d2bb9,ddbeca180e36a75ef2d5223dfe109a74--gokart-center-skaerbaek
Circuit de Bucy,Bucy,fe093f4a-f93c-45ee-a4d9-b01f0b1b8f8e,e2b94cd9aa2ca3b2a66c46563efc3d60--circuit-de-bucy
Kuzbass Ring,KuzbassRing,237da151-5ba2-40fa-8de8-22f473452f6a,8c2ad15bd73f572f02f1718fe0d1241f--kuzbass-ring
Lakeside Speedway,Lakeside,7cc21e07-4525-4f6a-9f21-2f9eb8a120d4,204b532efc1aed7a475688b4eefed524--lakeside-speedway
The Greater Cumberland Raceway,The Rock,fbd1cb2a-6ad2-44ab-9dec-4450d5e2089b,320fb63126e29467ebd9550f611aa3be--the-greater-cumberland-raceway
Gladwin Vintage Snowmobile Club,Gladwin,fc34bb25-6f26-4dbf-9c61-a08af45102f5,25d810a1fa6c8e6bcf67499a466753c9--gladwin-vintage-snowmobile-club
West of Scotland Kart Club,WSKC Long,66fa1e33-352b-4671-bf3f-05b1228d1afb,d0324a9c2b7934a5bc7d0d6a84bacbe5--west-of-scotland-kart-club
The Original Speedway Park,OG Speed,6c976df8-8bf1-4c3b-88df-7261b54be2ef,32f897c44d75c16c09894f0f8032a6f5--the-original-speedway-park
Snetterton Circuit,SnettertonV2,b88f7c89-6376-46f2-a014-6277a9dd0a38,f1250fc73624daea43044750240b9681--snetterton-circuit
NYST - New York Safety Track,NYST,dccf83f7-6c51-4a07-a3fb-6223cd0c8ad8,062c574474337ea112ab88fb56b98cfd--nyst-new-york-safety-track
Motorland Suzuka,ML Suzuka,f444af7e-3084-4666-a22a-fe2bddf3ddb1,2ae259022202e670756a6a1726cf3540--motorland-suzuka
Nikko Circuit,Nikkou,4cb28b1b-2e06-4494-8073-7caeb21a3283,1b5fa53dab2f0746ab13e32787ccde11--nikko-circuit
Warrnambool Kart Club,WarrnamboolK,ae3ca5e7-cef0-4878-921a-c2109b5d0a36,899df142c9c3372375ac5a381e35e6ab--warrnambool-kart-club
Autodromo Nazionale di Monza,Monza Junior,d2facf45-f76b-4eb9-ad9a-af9e80c44e65,80fc4048cc33723ea782ec49702326cc--autodromo-nazionale-di-monza
Skyline Speedway,SkylineOH,fced32db-3b19-4a66-9367-3207b6fb3921,7e9119157d3010b5f70a3cb7897f2e56--skyline-speedway
Vuollerims Motorförening,Vuollerims,2039a922-0c78-48f9-9555-b8ce4194c228,6281e52687c46e8557d09ef631af1e1d--vuollerims-motorf-rening
Kronborg Karting Club,KKC,00d4980d-973e-431e-b1d6-6cbac2f80648,01ab949b3f09745ff7d7464d31611c37--kronborg-karting-club
Tsukuba Circuit 1000 Kart,Tsukuba1000C,0a0ac223-d825-44d9-8ddd-c17fc82aabac,a6ccd76ee0b32f3f9d42464dedfde4af--tsukuba-circuit-1000-kart
Prejmer Circuit,Prejmer,7afa582b-fd14-4d34-ba94-3d9b4e412366,5875a9e45414a8da6ce20173f7290cab--prejmer-circuit
Carrera Armstrong,Armstrong,bc3101e1-2aec-49ce-a015-98e493540063,f686777836dbd1be5104f31ee85eee47--carrera-armstrong
Speedworld,SpeedV3,0e5835a3-ea6f-4820-838e-aa88d4368040,668b3062791e244679a675da58e19577--speedworld
Kartodromo della Murgia,Murgia,c6121cb5-cc22-43e7-9425-52c9360ed0ab,0a8ae99a194c23cbc0c4b26968e70e7c--kartodromo-della-murgia
Kartodromo Laguna Viva,LagunaVivaK,05cf1597-5ef2-4ab9-b821-83b9a673d0b7,d94e6e95fd6d55be3d26ad77d4e9eb9a--kartodromo-laguna-viva
Circuit de la Ribera,LaRibera,0b98cddc-0790-4ec9-8e6a-cec2be5c897e,a2741f0388b3532b10337fa3bdb8a743--circuit-de-la-ribera
Kiltorcan Raceway,Kiltorcan,f5e80e77-d3d9-4a0a-8958-36c174d5e7cc,2dea74dcc2bc009b841f8ea7897cdbd6--kiltorcan-raceway
Yas Marina Circuit 2021 - North Handling Stage Plus,Yas21NHSP,68376680-cf1d-4975-b408-c45b10db332b,12749b5126672768db7413cf533421ed--yas-marina-circuit-2021-north-handling-stage-plus
Grand Bend Raceway Long Track,Great Bend L,8d0e85c5-5cf6-48dc-a7f1-6346a1060b66,fe2a54c7d132c09704b9186e9d24b38e--grand-bend-raceway-long-track
Kuwait Motor Town,KMT South,f9ef3bec-4dea-4a02-88e2-afcad81ca2d9,287203923fc595a4f5c70df2f5f048a7--kuwait-motor-town
Orange Show Speedway,OrangeSho,70e67264-5185-4bcb-a095-4258edf3afd9,550922f319407f399e5394d28cf13012--orange-show-speedway
Suzuka Twin Circuit,STC Short,07c90966-8c94-4b2c-8e4e-92f826fa996c,7e863e4fccc7a2f6ad9dece5e5e2e186--suzuka-twin-circuit
