name,short_name,id,dataset_id
Music City Quarter Midget Racing Association,MusicCQMRA,c4b95273-1bfd-4165-8f49-d296fcdcbec3,36dc921bfc0a9b292c362d245401c0e2--music-city-quarter-midget-racing-association
Somerset County,Somerset,ac704411-5d4d-4c5d-932d-d94513eee423,1964dab81a01a2a3c9f406e772afb321--somerset-county
Stretton Circuit,StrettonLong,77616a47-5764-45e4-bf89-014e370c934f,31e7814559f2e248337e9221dfdcc6ee--stretton-circuit
The Hill Speedway,TheHill,2b4ec86d-cbac-4fa4-9cb0-befec370a42d,938a55613b1e1129694df3b4c2c7333e--the-hill-speedway
Eastside Speedway,EastsideS,ccb1876c-a82f-42e6-ade2-dee860c16e74,3f463bc9ce552b80b93dff624266d227--eastside-speedway
Sunset Karting Speedway,SunsetK,7303cce2-20f3-40ea-9e48-7e183cf7e48d,1727c1eed4707a1fce0f4de44e273254--sunset-karting-speedway
SIMA International Motorsport Academy,SIMA West,ada10457-048f-44b2-824a-3153a31f9986,45a0eb454e8d472a103c4be789061381--sima-international-motorsport-academy
Kartbahn Brookmerland,Brookmerland,091ba2d5-9cb2-4609-b495-fb1d77aeb28e,d0f28c4be1ed0ef46f77b50df0e67184--kartbahn-brookmerland
Rainbow Sports,RainbowVar1,045ea391-c799-49b6-8709-f901fc6883d3,f8ad68478c670b7971fbcb145b313c09--rainbow-sports
Mineral City Speedway,Mineral,ae29b583-faad-4703-851f-41b4bee7b2cc,d402c9d74477fe6fe9706157c16c8a49--mineral-city-speedway
Karting GP León,LeonK,ea6889b4-cf5c-49eb-b818-d01330fd156b,e8a8153e648c22bc92bf26f6eccc0941--karting-gp-le-n
Kartòdrom Catalunya,Catalunya E,1aabade7-657e-4fe6-87ab-7e418ed34a3a,d0168eb24e27c8dd40ee74e4ba77aa71--kart-drom-catalunya
Motorsport Ranch,Ranch Long,48bdf337-fef7-4668-8dcd-b6ea7859b5c7,ae3c8d774977150182770601097ac7b7--motorsport-ranch
McCleary,McCleary,824e9453-20a7-4ac9-9dce-071cf5ff29f1,15983ec7d1d6f91ba451646277772621--mccleary
Baton Rouge Raceway,BatonRou LA,73f05453-8d2e-4df6-b92a-6e0531411159,59dcb585658e2e83af3ee7021c5e671d--baton-rouge-raceway
Twin Fountains Raceway,TwinFountain,97af0a8b-fb53-4e29-912b-0e710f921ac8,59163caa2f114026e442e3acb30c17b2--twin-fountains-raceway
Kartodromo Las Perdices,LasPerdices3,0e31d28d-2e6f-4040-b2fc-a959364466e6,0a019b981ad23423a37fa98e65150a03--kartodromo-las-perdices
Nürburgring,Nurburgring,63ca2530-4b38-40fd-a942-6d6ba639ac2c,f50f590f5cc86c9ffd538e6501cf6d34--n-rburgring
Shah Alam International Kart Circuit,ShahAlamVar2,08247240-bc02-4bde-90a4-1dba58809c0e,2b16fe6dad6be510efd6b78a397dddb2--shah-alam-international-kart-circuit
Moto Club Nord 77,MC77,9699abf1-c8a2-440f-85bb-467508a7e3a8,213ae426d30f4373c1efcf08aebe7540--moto-club-nord-77
Circuito di Pomposa,Pomposa K1,6c9b2e4d-2ade-4bf0-b0e9-e388c9175674,91471775e595ab63b847a164c586a91e--circuito-di-pomposa
Pista de Velocidad Felipe Rojas,FelipeRojas,3f4de04a-c88d-4a9c-9fb3-1e17c1a5be72,831f9fd3d77e72a9368c304f547732d1--pista-de-velocidad-felipe-rojas
Linda's Speedway,LindaS,fba0ffd0-527c-4e3c-87b3-736122ec4b8b,7d4fda4339d9a9cbedfe810d571f3590--linda-s-speedway
Willow Springs International Raceway 1.18,Willow 1.18,c261d2af-467d-4dbe-b1fe-85ac35b602f2,abda340a840a25b9eb7e48979e2f6f03--willow-springs-international-raceway-1-18
SRCA Dragstrip,SRCA Drag,045208af-b3e2-42ed-8d0c-5c95d262d19a,2ad62545230394af863f697d131bf1f3--srca-dragstrip
Autódromo Enrique Seeber,E. Seeber,14f62b9d-5ff9-4bfa-aeb9-55310b898cb0,bd89bbf60e364995fd5d43285b627a19--aut-dromo-enrique-seeber
Kauai Raceway Park,Kauai DW,bc4f8739-1a96-47d7-a555-3b7c635415d2,d917fc6c4b748f0c16750a3dbccde3d1--kauai-raceway-park
Phuket Kart Speedway,Phuket,654aac0e-8302-4a93-b2ff-91c2a19e8517,455e2530fad282f7c5b9fc6696e532bb--phuket-kart-speedway
Providence Raceway,ProvidenceR,94a34d04-53ea-451f-93ab-7183d421901c,0b02df174134d890b21cf6d79a915274--providence-raceway
Robertson Holden International Speedway,HoldenSpdwy,d21dadbf-29a0-48c0-bea8-6e2eb7b016f8,6df014f545d93df679d6fdd11bcb073c--robertson-holden-international-speedway
Central Circuit,CC,d7a073eb-2898-408d-897c-d0b0964c8031,3c889174beb921b577ae2707c0a04c4e--central-circuit
Orlando Kart Center 2,Orlando K2,ab32853e-36d3-49a2-91ef-add89922e0b6,36f22709c95c153cca6abc111730b02c--orlando-kart-center-2
Itália Kart & Eventos Valinhos,ItaKartCW,9799f4f9-e300-4df6-8e90-ac8f0a784394,f2e97d3d5f02b394bbd760a6efbeb6b4--it-lia-kart-eventos-valinhos
Thayer County Speedway,ThayerCS,d54211b1-90b6-4b15-9ede-f32c398da7b7,e367b74d4531ed13a5bc88d57e6c240d--thayer-county-speedway
Port Gawler Go Kart Community,PortGawlerK,8ed86706-7a80-4c74-a4cc-6f76b4196401,632d3bb4c8d93096ef7273e65f75bfef--port-gawler-go-kart-community
Plymouth Dirt Track Racing,PDTR,838431a1-b4b5-49f1-801c-fe3b967b8c74,f59caacc5a23dbe2faf54caedb28059a--plymouth-dirt-track-racing
Go Karts L'Estartit,EstartitK,389bfc8d-5996-4f1f-84ce-4aa2ac763bfe,5809b5a88119e5ea9602235716fcc549--go-karts-l-estartit
Swainsboro Raceway,SwainsboroR,6e1bf636-b858-45dc-bf42-2944973f29d0,84953970d5f67351a60231c496b8b1d8--swainsboro-raceway
Racing Park,RacingPark,77b05ba9-5297-4068-8d62-94c93bf61e5d,844e391b62f2dcc558ddf7a679808cc4--racing-park
Kartodromo Checo Pérez,KCP C9-ACW,6765865c-9742-4963-9635-21bb1cea8c0d,07159d09b3a1e7657c771969ec884042--kartodromo-checo-p-rez
R+R Karting,RRK,6022e2e8-9ffd-43f1-a9aa-1cd6cd406da1,ecd2841d73fcc35c101748abc52f2ebc--r-r-karting
Can-Am Speedway,CAN-AM Kart,2419da43-fd04-44fb-87ce-05a83c78c2eb,428392bcb092d25ecc1f15459e2230a6--can-am-speedway
Bruce McLaren Motorsport Park,Bruce Nat.,eda91a87-4aef-4c90-a144-d0ed64b901d0,7e25f7114cfeed103714dab27d602ec8--bruce-mclaren-motorsport-park
Autódromo Rosendo Hernández,R.Hernandez3,23cf28f3-8c0e-43a2-9f34-8df8344d6411,7bd0e893deb88a94f62a86e06cf96e09--aut-dromo-rosendo-hern-ndez
Kartódromo Internacional de Joinville,Joinville,6883a0b3-14c3-4e2e-9ab5-db4ce55cc89f,38d2a2a86140f30fc5e2cb8bd24866ef--kart-dromo-internacional-de-joinville
Circuit Daniel Pescheur,Pescheur,eb197f07-3f38-4b92-91d4-6dfee06e212d,79df9f55150e4538ed618580eb9e3980--circuit-daniel-pescheur
Darwin Karting Association,DarwinK Var2,17f2b790-68be-4811-a71b-2cf9f461c63b,c688150732be369ac6520ab1306563d9--darwin-karting-association
Kartodromo de Viana B,VianaVar2,090ea0e9-5541-4970-b679-e6ddec869431,32b13236e9d5ff1e79421616785420e9--kartodromo-de-viana-b
Eddyville Raceway Park,Eddyville DW,95c38ebb-46d1-4dba-a18b-61b3f8777203,f962b512d5f589217e1f407fa62d3ad6--eddyville-raceway-park
Red Bull Ring,RedBull,dc667b71-6ad1-46e8-b4e1-56a734add455,9fb2b9c16c607fe8fe9013195cbb853c--red-bull-ring
Course de côte de Chamrousse,Chamrousse,03d1f8ad-a866-43f0-9b77-abebea83b390,56e5f480a56e5087e7891f859c6f89f1--course-de-c-te-de-chamrousse
AutoClub La Paz,LaPaz,582e25c4-ac62-4e0c-9f51-2ca413147774,42665ef40f566285edba957705225c85--autoclub-la-paz
Kartsport Auckland,Auckland,68baf1f9-1cb6-420f-828a-979a7f1fa0ff,acb016cca6db39b6c57b994b55bc43c6--kartsport-auckland
Tyler County Speedway,TylerCS,617699b1-d765-46ac-950b-27e1687698ef,89b4c5d51e45a9029751e1e426f9c600--tyler-county-speedway
Truong Dua Dai Nam,TDDN,3f8bc654-31ba-4856-9f54-8d5cc96e4a62,9a08c96c195cd34890d7fbed67c7f2d3--truong-dua-dai-nam
Ancaster Kart Racing Circuit,AncasterClub,a3da24c7-906f-43b3-8a93-12a3de371dab,c41e906fab23e4824e093a69083859da--ancaster-kart-racing-circuit
Loxton Kart Club,LoxtonK,525299a4-7043-46bc-adbe-97df6f818d4d,03def34ea390ec8eef7304810068cc76--loxton-kart-club
Crawford County Speedway,Crawford Cty,fc016aad-95d0-457a-9824-ba64bc9ae74d,9bde38dd749bac219809761a969996e6--crawford-county-speedway
Veloz Kart Clube - Velokart,Velokart V1,cea6716f-8480-4acd-badf-eded5c9ef24a,4cb04cb152b7df52581bb5bdb584f386--veloz-kart-clube-velokart
Jackson Motor Speedway,JacksonMS,4d747e3d-00e4-46b2-a946-5a130b98599b,1fe5f3b82fe3e9086a2686647fee4706--jackson-motor-speedway
201 Go-Kart Speedway,201GoKart,0043d405-9c84-44aa-b1ee-98871d7dfddd,f685a0837c8dc151c1b457a116e54cad--201-go-kart-speedway
Myrtle Beach Speedway,MyrtleBeachS,4d4c3b0c-1f45-486f-919e-77b4b52e9e7d,cffd0ea9e8b5b63bdf35abd330b71479--myrtle-beach-speedway
Sporta komplekss Teperis,TeperisK,5d9daf7c-c1ae-40e8-a401-a1bdf5f83ecb,b274df4f683553403bbd2300655511d3--sporta-komplekss-teperis
Styria Karting,Styria Monac,73646d83-12f4-49d4-bab1-c6611d80dcaf,ad16b87e5241a70f2f011160106b3401--styria-karting
South Alabama Speedway,Kinston,093bf5e1-c685-4f46-ab3a-100998c76e07,57521c630f2cd268c996fd5ff72c5e2d--south-alabama-speedway
Pocono Raceway,Pocono S.4,b323b599-a6db-4543-93cf-eef5b3213556,ca3c96752617ed839944c0b08b5046dd--pocono-raceway
Kartodromo Neuquen,Neuquen,f9fb481a-5272-41ab-809b-03f2be22cd86,d0da8cf15075561a19738f74bed5fe86--kartodromo-neuquen
Rak Track,RakVar3,93051417-4115-465f-a9a7-3a6f55c98895,469d0d4aa243b1dfe4a38db0b62e11af--rak-track
North Mississippi Motorsports Park,NMMP,de9294d3-eb3d-4530-a1f1-88573386e21f,8281a93deadf57cd9b06a0ec5471d4a1--north-mississippi-motorsports-park
Pocono Raceway,Pocono MEGA,c49a8559-97d3-44f0-8e49-5e8ecee17bd5,b54d054c676d7a243109de885322bfc0--pocono-raceway
Michigan International Speedway,Michigan,748dad95-b3f8-441f-9c73-0d7f6a9c82f8,32b7137a8a04e967d939c6400a512459--michigan-international-speedway
Aghadowey Oval,Aghadowey,e8ec8a7f-158f-47ed-bb34-37278bcaef07,235ca8df8ab6d27a9ccec731f14da7cf--aghadowey-oval
F1 Miami GP,F1 Miami,54a2ce31-afe9-42d0-a9c3-07b71e44f1aa,ad86526f3173cd3d6c19054129ff3aed--f1-miami-gp
Pista Go Kart Lupetti Frigole,Frigole,4f2c05ef-0b2e-4cc9-abee-0369aabe512d,4e4463d8f06748f796abfc3be1c5fc1b--pista-go-kart-lupetti-frigole
Kartodromo Jose Luis Marquez,Aguascalient,5dfdb68c-8694-4803-8f55-d70bf5df72ce,070408e6abac5ec5ac6da7c608ec275c--kartodromo-jose-luis-marquez
Itália Kart & Eventos Valinhos,ItaKartCCW,91a0f8c1-d762-451e-ac67-989e8d82f77e,57fdcb6f50f3ce5dda722af0d791717d--it-lia-kart-eventos-valinhos
Placerville Speedway,Placervil,2153536a-ae9a-4fdd-91e4-45704d0cf86c,a91b3e577ed6a9df17feb77493e14e0f--placerville-speedway
Oswego Kartway - The Bull Ring,Oswego K NY,c7994b2e-907e-469e-8ead-922babeb011e,80e6bf1e6a2a71c67f7fc0dcc0ce3e16--oswego-kartway-the-bull-ring
Sanair,Sanair,0f295912-7a01-4240-8fb8-51a3bb7b2cc2,3f5ed408f14fd32093ba34a8220bcf09--sanair
Circuit de Karting de Cabourg,CabourgK,a984559e-b045-4720-9e27-52c9be1551d9,d4b880e7168f224bb7aac97e5a331abc--circuit-de-karting-de-cabourg
Kart Planet,Planet V1,1054730f-7cbb-4a85-924d-04ece3ae2bf1,9be5747c4fda8950a029405b87c4b403--kart-planet
Vilareal,Vilareal,0f65c0d1-fafd-46dc-a8a0-210afa29934e,64df3e4100932abbae96be2a68b03dfc--vilareal
Karting en Almeria,Copo,e5b3ecd2-6e96-46d3-97bd-16d18a315f59,e52afe11d58aab766d15e33fc68ae22d--karting-en-almeria
Mohawk International Raceway,MIR,24e610b6-7dcb-4b3d-8790-78c438c77731,6fa3d7ca0c559dbe1e9b222a5aded48b--mohawk-international-raceway
Pista Go-Kart Miramare,Miramare,b91e2b96-cc37-438b-bda3-cf9932f58934,0b98ff430e47e7dc694b921f9b11930f--pista-go-kart-miramare
Kartodromo Pista Fluida,Pista Fluida,be98b715-7f15-43f4-8b7a-72f5e8afd1c0,da447367b707a8a37704ad67390f32ab--kartodromo-pista-fluida
Igora Drive,Igora N. Alt,12b243e0-d2ca-4cc4-84fe-617bde69f0ac,c650800181c6d7037f588e7428434cb9--igora-drive
Tomelilla Motorklubb,Tomelilla,65575ab6-4119-47d3-8bc1-a8c7e36cdc82,cba536038cfe08535783d7f5685b2497--tomelilla-motorklubb
Talladega Grand Prix Raceway,Little Tally,05bac792-f914-42c7-ad3b-37e3aa5ac820,b0cd7f7476b44da9685fe4b23682cbc1--talladega-grand-prix-raceway
Kartodromo Villa Regina,V.Regina,8e99ab7f-64e7-42a4-ab7e-6d19fd1c2651,5f7ba851828f99e64308c0fedaf278bf--kartodromo-villa-regina
ASK Martigues,Martigues,4bc9dce0-9c17-430f-9729-aa1de1681e07,4e8f2f4de0a95c48a7b8063d463b9f23--ask-martigues
South Boston Speedway,SouthB17,26458c8a-e2b1-4fc5-9d56-862253c9de1c,88cc26c89492cbca9a309baff62de033--south-boston-speedway
Pembrey Circuit,PembreyVar3,133dbd7f-3cc2-493c-a795-a66a37f7f3f7,0095b7026582049705b38d20b96a6d18--pembrey-circuit
Kartarena Cheb,ChebShort,61a8abaa-c156-43c0-b58a-e8efb8f81c24,3dd9282b9902dcf387ccc384ce264d4f--kartarena-cheb
Auto-Plus Raceway,Gainesvil,7e053ed7-15d1-42f4-b0b5-71024488fd0a,9c292d013df151a370ecb8cd51873ce6--auto-plus-raceway
Circuito Tazio Nuvolari,Nuvolari V2,6b70f7b4-3c68-4b1d-8f88-cc9f5375b399,960ea685b3718d0c2ac1df277cd23a24--circuito-tazio-nuvolari
Nelson Ledges,Ledges,06c18571-3b5a-45a2-9401-138d55cea4c7,c8f095eb05e09d9ae794106804260fa6--nelson-ledges
Lubbock Speedway,Lubbock,b2fd1c78-1422-44e7-9f02-b43baf5af506,11364dd45ad71086f9fc6e0fbee5340a--lubbock-speedway
Edinburg Motorsports Park,Edinburg DW,aab5b8b6-a4c5-4623-b135-384cc5188324,968e19421a438490c4434c32fc8db679--edinburg-motorsports-park
Redrock Raceway,RedRock,d483806d-e9c4-4960-8bd3-b1fcbd36129f,566129eeec7539cd8b8443ed01253eea--redrock-raceway
Meco Kartopia,MecoK,1731bad1-87a3-471b-83bd-6639a38c382b,c01a23b6093752784b969be5f77914c9--meco-kartopia
Pageland Dragway,Pageland DW,7ebf61c4-6f56-49ea-a968-bd0bf5070c86,5b0e692a15cea587e9345c9980caa6dd--pageland-dragway
Cecil County Dragway,CecilCountyD,345c3114-bb82-44d0-884a-f049488685dd,dcffd9c87deefeaba7d1d3cddc6db107--cecil-county-dragway
Pista Kart Sulmona,SulmonaK,a7381595-fb5b-4e9f-96eb-731e805878a2,b4d7081bfc68785a73ca3a5b8a90b5e6--pista-kart-sulmona
Aeroclub 25 de Mayo,25 De Mayo,4be51713-8f79-42a0-b5b2-a85cfeaece0e,f65bebcf6b97184d10bab8da4fb91f7a--aeroclub-25-de-mayo
Serena Racing Kart,SRK,713537f7-8944-4f91-b36e-2fd2b646a766,ad305f8ac1796b731f95a2f6840fd561--serena-racing-kart
Karting d’Espoey,EspoeyK,374a002d-e38f-49f2-9945-72f1626e6e10,83326cc49c4d8f8f8bf257ecacb7004e--karting-d-espoey
Prairie City Kart Track,PCKGrandJ,cc15c684-1e06-4ec2-b435-c46a33c909f2,6bbb5f60136185400215e6960da9437c--prairie-city-kart-track
Paradise Raceway,ParadiseR,f504b723-5f74-4bd2-ace8-14f3570f4397,35755390a647477d6d31d91570dc31c2--paradise-raceway
Karting Rosny93,Rosny93K,ee3dc2b3-7db2-44af-9509-b1c2b77f661c,ebc87c1eba689dd01010fbff345897b9--karting-rosny93
Santa Ursula,Santa Ursula,5abf1283-c6e7-47cf-8e22-e7b86825d68f,4c743eff2f778f2eb1e244f3261693b2--santa-ursula
Auxois Sud Karting,Auxois,ae4c1694-81fb-4edb-8957-9e93992cd5a8,016d4e4ec7f6a0e900dd23086a18ebb4--auxois-sud-karting
Madras Motor Sports Club,MMSC Full,8472fef4-fee5-4eda-b742-010b76dae8fc,093c247274ec4e5d88e67670034b7a87--madras-motor-sports-club
Styria Karting,Styria Spiel,db698619-d193-47cc-a1cc-854d1bbb5203,f1a27ec373a61d989fac4bbab7ed780b--styria-karting
Kartòdrom Catalunya,kCatalunya2,8a5ff6a0-7c2e-4172-883f-e360ad0ebb62,bdb5b4b6aaa650277d07d4c75d0354d7--kart-drom-catalunya
The Rock Raceway,TRR Kart,8a2afd53-660c-4e71-98bb-0c3785de5b45,2f7de38bb513bac93bf2309d6030244f--the-rock-raceway
SpeedPark,BacauSpeed,335553e7-7229-4ddd-a857-9185f7cf0d10,176ba24008d2d3d3707fe88922590429--speedpark
Okayama International Circuit,OIC Bike,3f1bc5cc-cdcb-4c6c-a44b-d8b50207e441,0bdaa626d4ac08431d7d318bc96e689d--okayama-international-circuit
Milwaukee Mile Speedway,Milwaukee,ede1059d-251b-480c-9c52-d20a21a630ea,2ce5d48eaf03513524f04c944fa4f04a--milwaukee-mile-speedway
Wakefield Park Raceway,Wakefield,954a4340-03bf-4c51-87f0-6cab6bfbdc7d,be055153cd2bfbfa417f791332c8b1a7--wakefield-park-raceway
Autódromo XRP de Cajicá,Cajica R VI,564e9609-9699-49d9-8a04-76681105fda4,8bd82e83b47e0aeefa5c5d84a6b3959b--aut-dromo-xrp-de-cajic-
Kartbaan Oldenzaal,Oldenzaal,51126591-4afb-4041-956d-f0a439fe7767,4ceda4345c1fecb058afcfd71d5ba50d--kartbaan-oldenzaal
Virginia International Raceway,VIR Patriot,2fefc600-9f98-4877-8283-52b9ec9c7843,618313de71946afa254d87d5fa97116b--virginia-international-raceway
Kartodromo Lascari,Lascari,dffe44ca-c21b-4d45-9f67-aa453e312615,7c496819cc6d15c4fb403274294576aa--kartodromo-lascari
Wakefield Park Raceway,Wakefield V2,effa832f-71f1-47d2-a147-c22bca5c9b66,d36218aa352b1c11684119143e85f9d6--wakefield-park-raceway
Akron Speedway,Akron IN,7b530657-8e76-4570-82da-784b62946b48,be5593d511b0ffd15bfc364851e0e4b0--akron-speedway
Hobart Raceway,Hobart,c78e2237-e7ca-47e1-9df4-a4415fa2480c,597e91d8744b106b5f5b5dfa48049681--hobart-raceway
Medford Dragstrip,Medford DW,4dcc754c-0a47-4dd2-8f61-a2d5d5b3588d,c3a7b13b7d418c93b35f78687e13bdfb--medford-dragstrip
Buttonwillow Raceway Park,Buttonw T#7,ce22a66d-62d5-4e6d-8262-66547a8416ad,b1976a33c3911f08d6e614d700756f61--buttonwillow-raceway-park
Lahden Formula K-Kerho,Lahti,f2373db1-88d5-4a41-8804-eb5422444198,9562d97db0949bd8d7f5b9883f7328bc--lahden-formula-k-kerho
Pocono Raceway,Pocono N.1,4028277c-4c42-4951-8bd5-9a4e58852f9c,362b311ee5d66dd20a4a7c57949b7847--pocono-raceway
Kiatoki Upper Hutt KartSport Wellington,Kiatoki GRL,f09761d8-7e6b-4398-9179-cbff22063273,6932c618dda38cc94cfcf4fb0aa4aa3c--kiatoki-upper-hutt-kartsport-wellington
New England Dragway,NewEnglandDW,913dcdfb-5a04-41ef-bceb-0f4f1f805245,b1c150faea7b04fafa5a900072836aad--new-england-dragway
New Tokyo Circuit,ntokyoVar2,6a8d995f-690b-44ee-8a66-f0cb363c8f0a,7a62192d21e29cf0632847e68f8ebb28--new-tokyo-circuit
Arena Sapiens,Sapiens,f4f323bc-78f8-4c06-b394-2c43aa525ee6,785d250a85fdcb7b57e36b71fb111db2--arena-sapiens
Maroc Racing Kart Agadir 900m,Agadir 900,102ff33f-cd38-4de0-aa9d-aed363b331f3,31ccfd252abbff3b82a08998cb914c16--maroc-racing-kart-agadir-900m
Diadromio Spathovouniou,Diadromio V2,b8aec76b-e4a0-4003-9c34-b571b6125bf8,16b38978d2315a6476f40513b05e8314--diadromio-spathovouniou
Sikeston Racepark,SikestonRP,2848bd69-35c3-454b-a9a3-11947ab4c703,be7e306cf131799b5d060f7c3eda3626--sikeston-racepark
North Texas Karters,DentonTX,5da3f7ce-0499-4b10-b97a-af0545107184,9a24d542c6db792bb87760e5bbfcf8e0--north-texas-karters
Autodromo Nazionale di Monza,Monza Car,de01bb2c-1f2d-4288-9a7d-88cd4ff045c0,a804867126954eff581d455e4fc6d5c6--autodromo-nazionale-di-monza
Spring Mountain Motorsports,SMM North,605e1c0b-0c6e-4858-8cd8-e5a2f16dab7e,93f258a7bdb29231563c6d9a280fe18a--spring-mountain-motorsports
Amen Corner Karting,Amen Corner,08a18f56-85b6-4f81-909b-ada761be58e8,ec00afffa8f3090690af66feb85885b7--amen-corner-karting
Devil's Bowl Speedway VT,DevilsBowlVT,204202e2-93a3-425e-887e-e317e56abdd6,f0adc5fa8fecdd7a0f9da67f3f2e4f1f--devil-s-bowl-speedway-vt
Kartodromo 2 Hemisferios,Quito 2 Hem,81d00142-b4c9-46c6-b58b-ae5a1a2c1762,8ac4b099d6f39dd240567bc9c6c6730b--kartodromo-2-hemisferios
Lockarps Gokart,Lockarps1,5ea07cea-7fb1-46b7-a68b-f9289bab8de8,38ae1c44d620a44073d32c5efb8b1cfa--lockarps-gokart
Autodromo Dante Fuhr,Dante Fuhr,3e2264ba-1a0c-438c-8d5a-b4fb814494ba,ebe7188a5c262e043a2dcec3b09cac92--autodromo-dante-fuhr
Circuit Du Bourbonnais,Bourbonnais,ab762765-5d0d-4b43-a69c-1790603a2679,dee6af09d477f368a9bdc74906ee062c--circuit-du-bourbonnais
KOTA circuit,Kota,5f42f0ab-e60d-4703-8530-ef5107d7e1b0,f7436bbd225d62b934fd69ea414ea865--kota-circuit
Brands Hatch Indy Circuit,Brands Indy,ceb72427-9849-4e5c-b475-271106ae33de,6b172c37f92e2b47e89cf2e02ba9b07e--brands-hatch-indy-circuit
I-96 Speedway,I-96,12674b41-19a8-4d95-98f5-cc64de52d8fc,6561605e3022f15eebeb32f19177c3a2--i-96-speedway
Ardmore Dragway,Ardmore DW,e235272b-88ac-4c16-a599-61676a60dcb5,8f71eeb1e0af6d8190be5d166fbe7f74--ardmore-dragway
Bergsåker,Bergsaker,72a397e0-0de1-42b5-be42-7037888cb45e,da0e8b914ecc22d4d9d6298fe626b5a9--bergs-ker
New Mexico Speedway,NewMexico,417e781a-62b4-4835-9224-3693e8debcb2,322f3ba47a18d33f04b1365a5d0e3c3a--new-mexico-speedway
Nottingham Raceway Karting,NottinghamK,de3ce796-4049-4a13-b1d6-900612f7ebed,0f6e127ee2852575516bac3eb73ff471--nottingham-raceway-karting
Cronoscalata Monte Erice,Erice,7bf66da6-1c44-4142-aadf-6c6fda7518e1,af1e1c59834993a6571742fb7741f513--cronoscalata-monte-erice
Prokart Raceland,Wackersdorf,f094b266-4bd4-469c-a6d1-bf9040e8a75f,38afbf4d1ed9bf66e6ac13884dbdc237--prokart-raceland
Autódromo Ezequiel Crisol,Crisol,3bef60fc-034f-4fe2-9be5-621004b570b2,7a97efd7f85e134bc37d7d5a4d50aad1--aut-dromo-ezequiel-crisol
Las Flores Race Track,LasFlores,9b3f2401-9e3a-4660-9274-26d7ecf40d2b,5e9b491cce617bb48a5ffd4cefe16c6f--las-flores-race-track
Kartodromo San Lorenzo,San Lorenzo,6c912cff-e0b2-4226-a523-0621f838ac22,09e71f7ad54b2d5a1aea82ec25732299--kartodromo-san-lorenzo
Mohave Valley Raceway,Mohave,5409cfca-8b03-463c-aeb2-a7f3512eaf43,f54ae60d82600a12b08d091dcfcaaa09--mohave-valley-raceway
Electric Formula,ElectricK V1,9f914e84-2367-4b0f-88ad-55ef7b8a769c,5102793b01b1c93cd6020229fbc5df11--electric-formula
Dallas County Speedway,DallasCounty,1cac1e63-0f4a-4589-af00-44b2bba7982a,683a5b75fe3370d5570d8a24e3743598--dallas-county-speedway
Trail-Way Speedway,TrailwayS,08ff9a4a-1e4b-4602-b634-c6c247e917c2,cd165f3a7ed1e30e7694f606b9cd7503--trail-way-speedway
Pista Italia,PistaItalia2,2b55df50-c452-4039-9510-a32997dc2ab0,db8e99cce167638e416e49395609812d--pista-italia
Kart-Club Ampfing,Ampfing,eed4890e-389e-4845-a4c1-0e348b8cfca2,bbb8eede849ea6c3c4dc9e60d406555d--kart-club-ampfing
Summit Point Motorsport Park,Summit WV,de47f538-9296-4cb2-b343-d6e6ad270c3c,ddee9383d3828d8fada6912436616e06--summit-point-motorsport-park
Saavedra,Saavedra,8c83af10-9740-4fd4-ad52-17eae02aff35,0c949f9d80dad04e112e3ef44b63a1f0--saavedra
Calabogie Motorsports Park,CMP Long,f13e0b1b-1c26-468f-94ca-8d9e316958bc,b8fa44cd9bbcf8229caa841068339639--calabogie-motorsports-park
Kartbahn Lüneburg,Luneburg,d932bed3-6952-4330-b787-3b54a17ee63b,eb45bfbf4b8c8ea476cea8486f44fcbb--kartbahn-l-neburg
Battleground Speedway,Bttlegrnd,380a2037-0e5b-41af-ac3c-953e6484e621,a27c52892282303b659e0ab949910db6--battleground-speedway
Corona Club Xtreme Park,CCXP,5dfa222f-f089-499e-98de-02cdf32fc21a,603fc13dc87b616e2812a016cda430fb--corona-club-xtreme-park
New Hampshire Motor Speedway,NHMS Road,6d0b5eb4-86c6-4005-8b2a-f3e4f5da1970,537d5bdf03753849973ea78ea76b22c8--new-hampshire-motor-speedway
Palmer Motorsports Park,Palmer CW,e9532112-c5d5-4c7b-97b5-274ec345c660,44b363a130f4b77467cc905967c3057b--palmer-motorsports-park
ATRON International Circuit,Atron Short,b2b4c239-476c-4e31-a7b8-57e7f658e66b,1f7479039643c656f4f4b0f9ee488e1a--atron-international-circuit
New Jersey Motorsport Park,NJMP-Chic,5faa3542-dcaa-4711-877a-06b8e7195764,7585ac0940560efe9bd93bb7b416ac81--new-jersey-motorsport-park
Monticello Motor Club,MMC North,ec2cb6d5-0fe6-4cfe-869e-03b2f47d79f5,3f250b4332e3e53f50031d6c97ade5ba--monticello-motor-club
Amarillo Kart Circuit,Amarillo 1,b7d3af8a-7a60-4a87-b91f-4bfbaa35e29d,92b02d5b7c343ea874851b05850d2792--amarillo-kart-circuit
Ogilvie Raceway,OgilvieR,5f576e91-eb7c-483d-9489-70a939a9317f,d5da1f02c750f689668fda2be250e15c--ogilvie-raceway
Clary's Speedway,Clarys,8f823291-b9cd-48aa-9979-53adc67bb13a,79ba907184d3446aa4d5eb7b27eef377--clary-s-speedway
